1588482828574657804,https://ven02784.service-now.com/kb_view.do?sys_kb_id=f4a0bbb2db169510b89fe7dcd39619ce,Meaning of Life
6450830162263605019,https://ven02784.service-now.com/kb_view.do?sys_kb_id=973f2591dba55d50fe5d3c996896199d,Starlink
4727606135260085933,https://ven02784.service-now.com/kb_view.do?sys_kb_id=7fa11d9fdb1ed510b89fe7dcd3961910,SPAM
5450285553977279672,https://ven02784.service-now.com/kb_view.do?sys_kb_id=6b5a8e3cdb255950b89fe7dcd39619ce,What is a cookie?		
4006385605975926741,https://ven02784.service-now.com/kb_view.do?sys_kb_id=137999a0dba25510fe5d3c996896197c,How to replace batteries in different type of locks?
-3619126890368981510,https://ven02784.service-now.com/api/now/attachment/6b5a8e3cdb255950b89fe7dcd39619d4/file,KB Calendar Adding Rooms or Resources to your Calendar
4992912170355825655,https://ven02784.service-now.com/kb_view.do?sys_kb_id=5f832c98dbead110fe5d3c996896197b,QR-RFID encoder & updater
-2465098862131387128,https://ven02784.service-now.com/kb_view.do?sys_kb_id=b6da99acdba25510fe5d3c996896193f,Cancelling Guest cards on an online door
-6974361199059125849,https://ven02784.service-now.com/kb_view.do?sys_kb_id=f6fae45a1bcfd5101886ed37b04bcbda,Philippines Healthcare Policy
-2592241299239539883,https://ven02784.service-now.com/kb_view.do?sys_kb_id=7113fb0adb0fd510b89fe7dcd3961910,Beavers
-6461541710738974631,https://ven02784.service-now.com/kb_view.do?sys_kb_id=36697401db725950b89fe7dcd39619f7,Conference Rooms
-2543088150963017616,https://ven02784.service-now.com/kb_view.do?sys_kb_id=05bfbbc6db4fd510b89fe7dcd3961945,About Windows 10
-4881183493532784503,https://ven02784.service-now.com/kb_view.do?sys_kb_id=d90d448bdb265110fe5d3c996896190a,TestRama addition
8957945444695231168,https://ven02784.service-now.com/kb_view.do?sys_kb_id=d272d3addb321d50b89fe7dcd3961972,Add a User to a Trello Board
3824685153444461821,https://ven02784.service-now.com/kb_view.do?sys_kb_id=56d71db6dbee9d10b89fe7dcd396197e,VMKWare Polling Status codes or error codes
-1465392989573557342,https://ven02784.service-now.com/kb_view.do?sys_kb_id=a055fc921b0319101886ed37b04bcb8d,USA Healthcare Policy
6979141621324208853,https://ven02784.service-now.com/kb_view.do?sys_kb_id=4c45a8d21bcfd5101886ed37b04bcb93,Australian Healthcare Policy
-3824078352785287329,https://ven02784.service-now.com/kb_view.do?sys_kb_id=b91e4117db3e5550fe5d3c99689619e9,Beavers New document
7680496356985131147,https://ven02784.service-now.com/kb_view.do?sys_kb_id=44e1b76edbe69d10b89fe7dcd396198d,Test KB Article
8638323262810219523,https://ven02784.service-now.com/kb_view.do?sys_kb_id=babc79eadb4b5910b89fe7dcd396191a,Beavs
-1753822576444224903,https://ven02784.service-now.com/kb_view.do?sys_kb_id=60a50be3dbd4d950b89fe7dcd39619f6,Change settings in Teams
